,hotel,commentaire,note
2097,ibis Paris Grands Boulevards Opera 9eme, 2 nuits place arrivee panne ascenceur4 etages bagages vaut mieux organiser rien oublier chambre petite froide chauffage coupe a remettre insonorisation laisse a desirer si aimez entendre ebats voisins cet hotel peut convenir personnel petit dejeuner tres gentil celui ouvre porte soir souffre nonchalance enervante qd froid dehors espace salle bain correct mm si etroit petits dej facturés a 10 euros a arrivée pourtant offre a 55 euro affichee salle petit dejeuner sous reserve aller spus certains horairesmais personnes propose service moment payer bref eviterons genre etablissement,1
2098,ibis Paris Grands Boulevards Opera 9eme, points positifs chambre sdb très propres literie confortable chambre calme cour intérieur points négatifs parties communes vieillissantes peu accueillantes manquant propreté client faire tomber nourriture devant laccueil fallait patauger dedans formalités dentrée accueil correct sans chaleur devine personnel fait possible sous pression clients direction bagagerie casiers payants monnaie laccueil changer billet contre pièces,1
2099,ibis Paris Grands Boulevards Opera 9eme, séjourné deux jours cet hotel chek in chek out efficace personnel accueillant chambre petite nettoyée tous jours petit déjeuner super salé fromage charcuterie œuf cuit minute sucré bref choix hotel proximité grands magasins bien desservi transports commun déçus séjour bref recommandons cet hotel,0
2100,ibis Paris Grands Boulevards Opera 9eme, accueil agréable bonne situation géographique hôtel propre silencieux super bon petit déjeuner varié parties famille chambre quatre adultes chambre suffisamment spacieuse,0
2101,ibis Paris Grands Boulevards Opera 9eme, bien situé paris proche nombreuses activités laccueil sympathique rapide chambres assez spacieuses propres équipés dune bonne literie salle petitdéjeuner niveau 1 sympathique loffre là encore copieuse qualité comme dhabitude cette marque,0
2102,ibis Paris Grands Boulevards Opera 9eme, accueil impeccable petit déjeuner international conforme 3 étoiles encas possible si pouvezvoulez sortir restaurer chambres nickel situé très beau quartier quelques grands magasins,0
2103,ibis Paris Grands Boulevards Opera 9eme, séjourne cet hôtel 1 fois mois nen changerai rien monde chambres parfaites personnel top top jétais malade lors dernier séjour apporté diner chambre,0
2104,ibis Paris Grands Boulevards Opera 9eme, proximité grands boulevards grands magasins théâtres lhôtel cerné brasseries renoms chartier acceuil chaleureux professionnel checkin out efficaces personnel petit déjeuné particulièrement attentionné chambres spacieuses très récemment rénovées literie très confortable matelas propreté impeccable après avoir séjourné quasiment tous hotels ibis centre paris cest lun meilleurs rapport qualité prix,0
2105,ibis Paris Grands Boulevards Opera 9eme, petit hôtel quartier bon rapport qualité prix petit déjeuner très bon accueil sympathique conseiller personnes moins 1m85 effet hauteur plafond couloirs basse plus a poutres très basses faut aussi être grand salle bain tout très propre,0
2106,ibis Paris Grands Boulevards Opera 9eme, hôtel très agréable personnel très accueillant très bien situé proche lopéra grands magasins theatres comédie française tout portée pieds transports commun chambres assez spacieuses propreté parfaite calme règne,0
2107,ibis Paris Grands Boulevards Opera 9eme, très bon séjour comme dhabitude ibis personnel très accueillant sympathique chambre confortable propreté impeccable calme malgré vue rue léger bémol porte dentrée dont louverture complète gênée ventilateur lair conditionné,0
2108,ibis Paris Grands Boulevards Opera 9eme, séjour très agréable accueil chaleureux belle chambre spacieuse calme petit déjeuner varié copieux chambre disponible larrivé 10h30 quartier central grand magasins théâtres restaurant accès métro plusieurs lignes,0
2109,ibis Paris Grands Boulevards Opera 9eme, chambres très grandes fonctionnelles points positifs lisolation fenêtres nentends absolument bruits rue petit déjeuner copieux personnel agréable chaleureux,0
2110,ibis Paris Grands Boulevards Opera 9eme, hôtel correct regret daccès direct métro depuis gare nord faut changer ligne valises couloirs métro agréables désagrément bruit chambre mal insonorisée besoin dallumer tv celle voisins sentendait parfaitement quand voisins levés 4 h matin jai réveillé aussi dommage,1
2111,ibis Paris Grands Boulevards Opera 9eme, très satisfait séjour hôtel bien situé bon accueil service rapide bon confort chambre salle bain agréable spacieuse choix ingrédients petit déjeuner dommage prix peu élevé ibis,0
2112,ibis Paris Grands Boulevards Opera 9eme, rien a signalée si veux dire mal seul petit problème clés chambres faut changer tout jours si non parfait emplacement idéale prêt grands magasin théâtre chambre propre salle bains correct,0
2113,ibis Paris Grands Boulevards Opera 9eme, chambre correcte peu petite fonctionnelle tres propre literie impeccable tres calme grande télé petit déjeuner copieux grande salle verrière accueil sympa personnel lécoute,0
2114,ibis Paris Grands Boulevards Opera 9eme, hôtel calme bien situé visite parisproximité grands magasin nombreuses salles spectacles si accepte marcher 40 mn champs elysées grand palais métro facile jadore cet endroit,0
2115,ibis Paris Grands Boulevards Opera 9eme, croyez photos lon montre car chambres petites 6 ème étage ascenseur va sûre jusquau 5 ème lit collé mur beaucoup trop cher ca allez,1
2116,ibis Paris Grands Boulevards Opera 9eme, accueil très sympathique chambre assez grande 4 bon petit déjeuner accueil toujours personnalisé petit déjeuner venons 1 fois an cette dame reconnais systématiquement bravo a lannée prochaine,0
2117,ibis Paris Grands Boulevards Opera 9eme, chambre étroite seule personne manque quoi faire café nuit ça passe encore séjour plus long difficilement acceptable rester cette chambre,1
2118,ibis Paris Grands Boulevards Opera 9eme, hôtel très bien situé propre super insonorisé venir gare lyon bus 20 face gare direction sortie grand boulevard lhôtel a 200 mètres a pied chambre 110 clean grande écran plat 80 cm super insonorisé 110 euros a trois adultes ras personnel agréable souriant paris cest rare chaine a prix a revenir sans problème,0
2119,ibis Paris Grands Boulevards Opera 9eme, alors déjà rentrant lhôtel personnel dit bonjour très désagréable ensuite attendu bon moment avant davoir carte accéder chambre fois chambre enfin placard installé affaires chambre microscopique prix très élevé déconseille quiconque daller cet hôtel,1
2120,ibis Paris Grands Boulevards Opera 9eme, gentils aimables meilleurs essayé pris petit déjeuner juste savon offert chambres qualité papier horrible chambre froide sans aucune décoration,1
2121,ibis Paris Grands Boulevards Opera 9eme, hôtel central loin montmartre théâtres service ibis petit déjeuner complet propreté okréservation facile internet check out anticipé site personnel aimable chambres celle louée tout cas semblent avoir rénovées depuis lété 2015 spacieuse calme clim non testée cette date salle bain neuve douche litalienne dun côté pratique dun autre éclabousse peu partout miroir wctrès correct séjour loisir court gamme économique vu prix paris petit bémol réseau mobile sfr depuis chambre hall,0
2122,ibis Paris Grands Boulevards Opera 9eme, hotel très propre belles prestations belles chambre personnel souriant accueillant serviable hotel recommander correspond tout fait descriptif indiqué internet jy retourne mois décembre satisfaction totale,0
2123,ibis Paris Grands Boulevards Opera 9eme, jai reçu très bon accueil tant larrivée quau niveau petit déjeuner chambres très bien literie confortable ménage bien fait seul souci nuit vendredi samedi beaucoup bruit voisinage tres tardivement nuit 300 400 matin,0
2124,ibis Paris Grands Boulevards Opera 9eme, habitués hôtels ibis celui ci bien placé quartier sympa beaucoup restaurants personnel assez froid bon accueil 2 boissons offertes chambre spacieuse contrairement plupart chambres dhôtel paris très propre lhôtel assez mal insonorisé lhôtel a demandé 4€ consigne valise quand paye plus 100€ nuit nayant jamais payé aucune consigne tous ibis jai séjourné trouve ça vraiment assez nul service devrait être gratuit bon séjour lensemble,1
2125,ibis Paris Grands Boulevards Opera 9eme, hôtel très bien situé accès facile métro proximité salles dexamens quartier sentier quartier offrant restaurants sympathiques personnel lhôtel disponible petitdéjeuner varié copieux chambre très agréable literie très confortable sdb impeccable si lascenseur tarde lescalier chouette prendre située 6ème étage,0
2126,ibis Paris Grands Boulevards Opera 9eme, venue amie weekend parisien entre filles l’accueil a très peu satisfaisant jai réservé site chambre triple fais démarches check in check out ligne précisant arrivions midi arrivant chambre n’était prête laissé bagages laccueil sans lon fournisse ticket lorsque revenus a donné chambre double jai indiqué personne laccueil vincent problème celuici informé n’étions 2 donc a donné chambre double montré réservation a semblé contrarié disant deux donc voyait problème jai alors demandé remboursement delta entre chambre triple chambre,1
2127,ibis Paris Grands Boulevards Opera 9eme, ibis bien situé quartier animé restaurant magasin secteur galeries lafayette hall accueil très petit réception très moyenne chambre prévu 2 adultes 1 enfant assez grande petit déjeuner sans surprise contre a refusé garder valises consigne jour départen insistant cela a chose faite lapremiere fois cela arrive,1
2128,ibis Paris Grands Boulevards Opera 9eme, recommande cet hôtel autant qualité emplacement j’y séjourne environ fois an jamais déçu personnel très agréable serviable a nombreux restaurants autour dont certain j’y retourne chaque séjour seul petit point noir manque discrétion certains clients couloir fait entendre parfois sinon recommande cet établissement,0
2129,ibis Paris Grands Boulevards Opera 9eme, chambre très agréable très propre très bon accueil sans problèmes rencontrés très bonne nuit lhôtel ibis montmartre métro quelques celui ci accès wifi présent bonne fonctionnalité celui ci,0
2130,ibis Paris Grands Boulevards Opera 9eme, cet ibis lignée autres insipide chambre correcte terme taille propre contre malgré doubles fenêtres cest bruyant bâtiment semble bien insonorisé jai beaucoup entendu aléas voisins étages supérieurs couloir dire lendemain matin lagent dentretien a débarqué chambre vers 9h30 nettoyer sétait visiblement assuré javais quitté lieux auprès laccueil a peine frappé entré directement scénario 1h plus tard malgré panneau apposé poignée dit réglé répondu lagent dentretien oui quand jai réservé a semaine aije répondu voyage beaucoup nai jamais vu,1
2131,ibis Paris Grands Boulevards Opera 9eme, fruits petit déjeuner sauf si insiste lourdement avoir contrairement publicité très belles chambres salle bain spacieuses propres très bons matelas climatisation parfaite,1
2132,ibis Paris Grands Boulevards Opera 9eme, accueil sympa personnel lécoute chambre propre spacieuse angle bâtiment doù surface peu plus conséquente petitdéjeuner qualité pense lhôtel a rénové ny a longtemps plus emplacement idéal visiter capitale,0
2133,ibis Paris Grands Boulevards Opera 9eme, jour 9 12 août hôtel très sympas beau quartier loin opéra chambre propre fonctionnelle salle bain spacieuse merci particulier a équipe réception particulier a caroline gentillesse sympathie bon conseils ballade paris grâce a connus bateau mouche promenade plantée autre conseil déplacer plus facilement paris donc bon séjour hôtel reviendrais plaisir,0
2134,ibis Paris Grands Boulevards Opera 9eme, classement chambre amabilité personnel taille propreté chambre salle bains douche litalienne rapport qualitéprix excellent sujet chambre petit bémol concernant petit déjeuner où rapport qualité prix justifie,0
2135,ibis Paris Grands Boulevards Opera 9eme, réservé chambre 3 satisfaits prestation chambre assez grande salle bains impeccable linge idem laccueil lamabilité personnel napellent aucune critique négative bien contraire lemplacement lhôtel idéal mi chemin entre louvre sacré coeur proche plus parking souterrain rue drouot jy retournerai si loccasion représente,0
2136,ibis Paris Grands Boulevards Opera 9eme, chambre trés grande propre bonne literie surtout trés calme si choisi larrière lhotel evidemment belle vue partir fenêtres lemplacement lhotel quartier permet daccéder directement grands boulevards a beaucoup danimation dactivités possibles passage piéton lautre côté rue accès direct musée grevin bon petit déjeuner trés varié copieux volonté,0
2137,ibis Paris Grands Boulevards Opera 9eme, tres bon accueil tres bons services personnel toujours disponibe chambre impeccable bonne literie petit dejeuner parfait seul petit bemol pression a douche peu delicat shampoing,0
2138,ibis Paris Grands Boulevards Opera 9eme, hôtel situé 2 grands boulevards chambre propre agréable calme personnel professionnel aimable buffet petitdéjeuner très bien point vigilance quant proximité géographique personnel cuisine entend toutes conversations biais porte battante sen passerait,0
2139,ibis Paris Grands Boulevards Opera 9eme, lhôtel proche métro épiceries côtes cher quartier général plus cher sembletil chambre grande lextremité couloir sinueux depuis lascenseur dommage 4e étage sent fumée cigarette terrasse bar,0
2140,ibis Paris Grands Boulevards Opera 9eme, japprécie bcp chaine ibis style repères lenseigne tenus laccueil parfait professionnel chambre plutôt petite jétais seul literie très agréable chambre propre comme salle bain buffet ptit dej très simple très copieux fromage blanc pain viennoiseries charcuterie maigre bref rien redire plus dame service très professionnel surtout très agréable charge débarrasser non a recommander,0
2141,ibis Paris Grands Boulevards Opera 9eme, laccueil attentionné professionnel personnel attentif disponible lhôtel très bien tenu calme facilement accessible cœur paris chambres impeccables,0
2142,ibis Paris Grands Boulevards Opera 9eme, très bon hôtel propre literie excellente grande douche buffet petit dej bien fournit wc très bien placé derouleur pq personne forte odeur vomi palier,0
2143,ibis Paris Grands Boulevards Opera 9eme, accueil super sympathique chaleureux beaucoup amabilité cet hotel ibis change chaîne ibis habituelle vraiment facile daccès check rapide chambre 613 très spacieuse calme bonne insonorisation tv écran plat bonne dimension clim salle deau plus grande quà lhabitude paris rangements suffisants bonne literie wifi 2 fenetres chambre sas dentrée isole bien couloir petit déjeuner ibis correct reviendrai bravo merci,0
2144,ibis Paris Grands Boulevards Opera 9eme, hôtel très calme bien isolé bruit literie superbe rien dire propreté très propre chambre couloirs seul bémol baignoire personnel daccueil très souriant agréable merci jean claude petit déjeuner parfait personnel serviable souriant retournerons,0
2145,ibis Paris Grands Boulevards Opera 9eme, bien situé calme rénové a proximité grands boulevards personnel agréable moment stagiaires peu maladroits réception petitsdéjeuners variés adresse régulière lors déplacements paris depuis e nombreuses années,0
2146,ibis Paris Grands Boulevards Opera 9eme, jaurai souhaité baignoire boîte kleenex sinon rien dire lhôtel calme lemplacement proche tout commodités métro grands magasin resto lenregistrement départ rapide cest très appréciable,0
2147,ibis Paris Grands Boulevards Opera 9eme, accueilli comme lhabitude chez ibis personnel souriant professionnel petit déjeuner servi couple charmant souriant très gentil seul bémol porte salle bain réparer toute urgence difficulté fermer graissage gongs faire car sonore nuit quand autres dorment hotel très bien placé visiter louvre montmartre palais garnier etctout pied,1
2148,ibis Paris Grands Boulevards Opera 9eme, moins 250m station métro grands boulevards cet hôtel quartier animé populaire position idéale permet visiter paris manière idéal bon rapport qualité prix petit déjeuner dexcellente qualité salade fruits viennoiseries fraîches mention spéciale madeleines délicieuses juste remarque jus fruits mériterait aussi dêtre frais vrai plus chambre petite fonctionnelle très propre salle bain contemporaine bien équipée douche sympa place propre larrivée literie qualité gros bémol lié quartier animé non inhérent lhôtel peut subir sorties bars nocturnes malgré 5ème côté rue laccueil souriant agréable,0
2149,ibis Paris Grands Boulevards Opera 9eme, ligne hôtels ibis chambre dont disposait bien 1 personne seule revanche si occupé 2 personnes vraiment trop petite tout cas gamme 3 étoiles sinon lhotel très bien situé,0
2150,ibis Paris Grands Boulevards Opera 9eme, hotel bien placé proximité grands boulevards accueil très courtois service satisfaisants hauteur attentes ibis seuls bémols insonorisation chambres parfois insuffisante ronflements bruits chambres voisines terme dentretien remplissage plus régulier gels douche nest client trouver rupture den demander remplissage sans oublier draps dessous non fixés matelas bougent donc nuit toutefois satisfaits cet hôtel fréquentons régulièrement situation proximité théâtres restaurants lignes métro,0
2151,ibis Paris Grands Boulevards Opera 9eme, hôtel bien placé faubourg montmartre bon accueil bien isolé chambres donnant rue bémol cependant climatisation fonctionnait tout comme télévision tous deux signalés réception pourtant,1
2152,ibis Paris Grands Boulevards Opera 9eme, hôtel très bien placé parking payant 5 min pied chambre petite style sans touche doriginalité grande salle bain douche petit déjeuner sympa trop petite table banquette inconfortable séjour inoubliable,1
2153,ibis Paris Grands Boulevards Opera 9eme, lors prise possession chambre bien accueilli autant titulaire dune carte gold groupe ibis buisiness a fallu fasse demande cadeau bienvenue occasion javais demandé changé chambre devait tenir courant jattends encore matin lors check out jai présenté cartes fidélité bénéficier avantages personne confirme cela donnait points vu insistance sest résolue restituer dù concerne chambre prendre douche faut escalader toilettes très pratique cette chambre ressemble geôle,1
2154,ibis Paris Grands Boulevards Opera 9eme, situation lhôtel très agréable quartier vivant cafés restaurants proche métros chambres petites très bien isolées côté rue aspirateur dès 9h couloirs,1
2155,ibis Paris Grands Boulevards Opera 9eme, tout dabord chambre laquelle logé propre spacieuse confortable lit douilleux personnes réception restauration super aimables petit déjeuner buffet copieux varié reviendrons sans auncun doute,0
2156,ibis Paris Grands Boulevards Opera 9eme, hôtel proche moyens communication métro bus accueil personnel agréables chambres propres peu petites confortables petit déjeuner libre service varié produits frais hôtel très satisfaisant découverte paris,0
2157,ibis Paris Grands Boulevards Opera 9eme, chambre très agréable propre salle bain très propre hôtel facile daccès depuis gare nord personnel très poli bonne prise charge dès larrivée jai bien aimé système checkin mail avant arrivée,0
2158,ibis Paris Grands Boulevards Opera 9eme, tres satisfaite cet hotel pense revenir personnel tres agréable sourire serviable cest agreable reposant jai decouvert cet hotel fevrier dernier revenue avril tres satisfaite 1er sejour,0
2159,ibis Paris Grands Boulevards Opera 9eme, hotel construit vieil immeuble bien situé paris chambre classique standard dun ibis propre petite rien dexceptionnel petit déjeuner peu cher cest ny a situation mal shopping station métro nest loin,1
2160,ibis Paris Grands Boulevards Opera 9eme, séjour deux nuits weekend dernier lhôtel très bien situé quartier très vivant proche station métro pelletier grand rex chambre très spacieuse très confortable plus douche chambre très grande bonne surprise,0
2161,ibis Paris Grands Boulevards Opera 9eme, laccueil lhôtel très bien chef in out rapides chambre confortable calme lit très bien jai très bien dormi journal petit déjeuner métro p eletier a 2 minutes pied point négatif proposez vrai jus dorange oranges pressé fruits top,0
2162,ibis Paris Grands Boulevards Opera 9eme, pris chambre 3 spacieuse propre salle bains correcte petit déjeuner agréable choix correct emplacement pratique proche 2 lignes métro seul bémol travaux façade limmeuble derrière bon rapport qualité prix,0
2163,ibis Paris Grands Boulevards Opera 9eme, hotel bien situé proximité grands boulevards chambre propre sdb peu trop exigüe très bonne insonorisation lorsque chambre donne rue seul bémol chambre prête lors arrivée 15h,0
2164,ibis Paris Grands Boulevards Opera 9eme, hôtel très accueillant propre léquipe réception très disponible souriante serviable chambre très confortable petit déjeuner fantastique recommande reviendrai,0
2165,ibis Paris Grands Boulevards Opera 9eme, passé 2 nuits cette hôtel aimé proximité station métro peletier critère lexposition chambre respectée literie a permis passer 2 bonnes nuits chambre propre petits déjeunés facturés dizaine d€ quand mal choix sucré salé système automatique consigne payant 2€ 4€ fonction taille casier bref lhôtel a convenu,0
2166,ibis Paris Grands Boulevards Opera 9eme, hotel bien situé proches grands boulevards musées théâtres très propre petit déjeuner super bouches métro assez proches négligeables enfants chambre familiale donne côté cour aucune nuisance sonore reviendra,0
2167,ibis Paris Grands Boulevards Opera 9eme, trés bien situé réunions javais programmées petit déjeuner très bien seul bémol téléphone portable passe quasiment chambres faut mettre fenêtre sortir dommage,0
2168,ibis Paris Grands Boulevards Opera 9eme, passé 3 nuits cet hotel personnel accueillant chambre agréable très bien isolée bien dormi quartier très vivant lhôtel fait base départ idéale partir découverte paris,0
2169,ibis Paris Grands Boulevards Opera 9eme, chambre agréable excellent petit déjeuné hôtel relativement bien situé contre pensais avoir grand lit double jai 2 lits simples salle bain propre prise électrique celle ci lensemble bon séjour,0
2170,ibis Paris Grands Boulevards Opera 9eme, partis weekend trois jours aller salon lagriculture très bon accueil journée soir dommage quil faille payer laisser bagages lors départ bon séjour général,0
2171,ibis Paris Grands Boulevards Opera 9eme, bon certes chambre peu petite bien isolée fenêtre donne paris lon recherche dehors sengouffre directement passages situation idéale prix très raisonnable a part çà laccueil tb petit déjeuner encore mieux çà évite restaurant 13hje crois jy retournerai,0
2172,ibis Paris Grands Boulevards Opera 9eme, lhôtesse daccueil souriante sympathique lors check in chambre 232 lascenseur peu accueillant petit ascenseur fond non principal arrivé chambre aucune critique particulière lit 2 personnes faite 2 lits 1 personne rien bien grave sdb propre quun seul grand drap bain moyen ça fait peu couple voisins dessus bruyant plus haut point fort dommageable hormis cela 500m hard rock café metro grand boulevard 700m metro richelieu drouot ligne 9 aller vers tour eiffel 250m folies bergères monoprix ouvert jusquà 23h ça dépanne nest meilleur ibis jai fait couloir vétustemoquette tirant peu,1
2173,ibis Paris Grands Boulevards Opera 9eme, chambre petite salle bains sans porte donc bien chauffée lavabo bouché resté ainsi pendant deux nuits séjour chambre nest clairement niveau moyen chambres chez ibis,1
2174,ibis Paris Grands Boulevards Opera 9eme, personnel très efficace accueillant idéalement situé proximité tous centres d’intérêt petit déjeuner très gourmand beaucoup choix literie impeccable recommande cet établissement,0
2175,ibis Paris Grands Boulevards Opera 9eme, hôtel bien situé centre paris loin transport commun metro bus personnel aimable chambre propore calme mal boutiques également environs a pied,0
2176,ibis Paris Grands Boulevards Opera 9eme, très bien situé cet hôtel celui jutilise plus souvent lorsque rend paris a proximité a nombreux restaurants deux stations métros trouvent également proximité a pied venant gare nord a 20 minutes promenade rue lafayette,0
2177,ibis Paris Grands Boulevards Opera 9eme, endroit correspond attentes chambre spacieuse très bien décorée idéalement placé pied grands boulevard passé agréable moment petit déjeuner copieux varié personnel serviable rien a redire,0
2178,ibis Paris Grands Boulevards Opera 9eme, quel plaisir rendre cet hôtel confort excellent propreté parfaite personnel accueillant dévoué satisfaire mieux clients recommande cet hôtel très bien situé week end a paris vacances peu plus prolongées petits déjeuner fournis qualité,0
2179,ibis Paris Grands Boulevards Opera 9eme, séjour wk janvier hôtel où venus bon souvenir réservation accorhôtel grosse réduction prix points fidélité surclassement chambre 1 lit double 2 lits simples normalement boissons bienvenue offertes arrivée vendredi début aprèm accueillis marie rien redire chambre grand lit canapé redescends demander autres lits notamment autre lit simple signaler ménage nétait nickel sdb qqun a dû manger jeter restes terre vis trainait laquelle jai marché nu pied chambre employé monte chef femme chambre peu aimable regardant dun air gonfle appelle femme ménage mâche chewing gum,1
2180,ibis Paris Grands Boulevards Opera 9eme, situé près grands boulevards métro ligne 8 pouvons visiter facilement paris côté ouest indifféremment ailleurs personnel souriant courtois efficace petit déjeuner copieux beaucoup choix séjour 5 nuitées cest très bien passé,0
2181,ibis Paris Grands Boulevards Opera 9eme, hôtel idéal quelques jours paris situation centrale accès métro facile chambre très confortable accueil sympa viennoiseries excellentes ambiance différente standard ibis habituel bon rapport qualitéprix,0
2182,ibis Paris Grands Boulevards Opera 9eme, accueil chaleureux service impeccable rien a redire cest valeur sûre prix assez attractif situé a trois arrêt métro gare lest juste a côté galeries lafayette,0
2183,ibis Paris Grands Boulevards Opera 9eme, excellent hôtel rapport qualité prix très bien situé proche toute commodité personnel très accueillant chambre petite très propre complète séjour na bonheur,0
2184,ibis Paris Grands Boulevards Opera 9eme, arrive très tôt a 10h matin sans prévenir accueille a excellent a trouver chambre a très appréciable tellement rare faut signalé reste rien a dire,0
2185,ibis Paris Grands Boulevards Opera 9eme, troisième séjour cet hôtel tarif très intéressant clients ibis deuxième we janvier chambre rénovée impeccable très calme 5 ième étage tout confort souhaité très bon petit dej pris tranquillement salle habituellement trop étroite tragiques évènements récents évidemment néfastes tourisme hôtel très très bien situé super quartier personnel aimable professionnel reviendrai plaisir,0
2186,ibis Paris Grands Boulevards Opera 9eme, hotel tres bien situé faire tourismeproximite bd haussmann st lararre chambres agréables rechoisirais si reviens a paris petit bémol quant a l’ascenseur très lent,0
2187,ibis Paris Grands Boulevards Opera 9eme, très calme quartier animé proche palais royal comédie française passages couverts idéal découvrir paris pieds chambre confortable très propre salle bain spacieuse fonctionnelle personnel agréable serviable,0
2188,ibis Paris Grands Boulevards Opera 9eme, emplacement idéal accueil très professionnel chaleureux propreté chambres irréprochable calme aucune faute excellent rapport qualité prix reviendrons plaisir petit point améliorer sèche cheveux vieillissant,0
2189,ibis Paris Grands Boulevards Opera 9eme, hôtel paris emplacement 15 mn pieds centre grands magasins théâtres accueil lensemble personnel chambres peu petites cest paris généralement calmes passe journée petit déjeuner peu répétitif séjour plusieurs jours bon rapport qualitéprix,0
2190,ibis Paris Grands Boulevards Opera 9eme, idéalement situé 2 stations métro proximité donnent accès principaux centres dintérêts touristiques tour eiffel champs elyséesmusées théâtres régulation température laisse désirer sans doute linstallation veillotte chambre simple chauffage fermé faisait trop chaud climatisation fonctionnement,0
2191,ibis Paris Grands Boulevards Opera 9eme, laccueil départ tout top chambre 3è étage spacieuse très bien agencée idem salle bain propreté impeccable petit déjeuner très copieux soir st sylvestre navons gênés bruit lextérieur car double vitrage efficace cet hôtel comme tous autres chaîne france létranger recommander emplacement quartier théâtres plus reviendrons volontiers,0
2192,ibis Paris Grands Boulevards Opera 9eme, excellent rapport qualité prix bouche métro peletier 2 très beau quartier paris chic surtout 5 minutes pied chambre tout confort accueil chaleureux personnel aimable recommande,0
2193,ibis Paris Grands Boulevards Opera 9eme, emplacement idéal proche grands boulevards pied restaurant métro accueil très sympathique personnel très souriant serviable chambre sous toits charmante bof salle bain spacieuse sentant mauvais 2ème jour surtout literie bonne,1
2194,ibis Paris Grands Boulevards Opera 9eme, chambre donne cour fermée donc calme spacieuse 2 toujours belle literie accueillante chez ibis lumières agréables lampes originales tv grand écran philips sdb top grande douche réception fait quil faut accueil approprié lemplacement centre paris grands boulevards grands magasins bld haussmann restaurants montmartre so lovelys,0
2195,ibis Paris Grands Boulevards Opera 9eme, besoin dune chambre weekend paris après avoir écumé avis dautres hôtels allant ok miteux jai choisi chaîne dhôtel quitte mettre dizaine deuros supplémentaire personnel réception accueillant disponible sagissant chambre offre tous services base superficie suffisante lit deux places propreté mise larrivée ménage fait tous jours enfin peu bruyante matin faute peut être due lemplacement dessus salle petit déjeuner ny a restaurant lhôtel hormis snack a emporter mettrai davis qualité petit déjeuner car nen besoin idem stationnement,0
2196,ibis Paris Grands Boulevards Opera 9eme, réservé chambre familiale 4 personnes chambre 307 1 lit double + 2 lits simples lits simples sest avéré être lit dappoint sommier auquel manquait 2 barres transversales après réclamation laccueil a proposé gracieusement deuxième chambre sans frais aucun chambres propres silencieuses bagagerie payante cet hôtel ibis personnellement nai jamais payé quelquhôtel france létranger bizarre tout devoir payer 4 euros 2 bagages,1
2197,ibis Paris Grands Boulevards Opera 9eme, weekend familleune nuit chambre familiale 4 personnes parents 2 enfants bas âge hôtel très bien situé coeur paris très calme chambre très confortable petit déjeuner complet viennoiseriesjuslaitagethé café pain frais reviendrons,0
2198,ibis Paris Grands Boulevards Opera 9eme, bon accueil arrivéehôtel propre bien entretenu chambre confortable normes ibis sait quoi sattendre nest déçu bon petit déjeuner volonté a noter gentillesse dame préposée petits déjeuners a refaire,0
2199,ibis Paris Grands Boulevards Opera 9eme, qualité daccueil toujours professionnelle chez ibis lhôtel idéalement placé proche métro quartier où nombre restaurants bars manquent literie toujours très bonne qualité salle deau chambre spacieuse première partie lhôtel serviettes nétaient aussi moelleuses dhabitude mince température rentrant chambre tout juste limite jai mettre chauffage maximum pendant quelques dizaines minutes avant changer,0
2200,ibis Paris Grands Boulevards Opera 9eme, très bien situé bon confort personnel serviable aimable noter paris possibilité dencas toute heure repas possible place petits déjeuner buffet plus calme choisir chambre côté cours costa café face nombreux restaurants tout proche,0
2201,ibis Paris Grands Boulevards Opera 9eme, accueil efficace check in out rapides chambre moderne tout confort normes ibis literie très agréable bien isolée salle bain nickel douche italienne bon ptit déjeuner a refaire,0
2202,ibis Paris Grands Boulevards Opera 9eme, très agréable situé coeur paris chambre assez grande cours parfaitement dormi laccueil tout quil a professionnel sourire plus passé très bon séjour,0
2203,ibis Paris Grands Boulevards Opera 9eme, passé 1 nuit cet hotel appréciéle service toujours prêt renseigner chambre très correcte salle bains aussi plusieurs entrées métro loin pouvoir diriger paris seul petit bémol madeleines petit déjeuner quelle importance bon rapport qualitéprix nhésitez réserver,0
2204,ibis Paris Grands Boulevards Opera 9eme, javais réservation non modifiable non annulable payé avance vu événement tragiques vécues paris gentiment accepté modifier dates réservation mille merci lhôtel agréable très bien situé coeur paris service accueillant sympathique rendent séjour plus agréable chambre propre parfaitement insonorisée confortable limage dun ibis moderne manque quun coffre mini bar ça parfait,0
2205,ibis Paris Grands Boulevards Opera 9eme, situation très bonne près grands boulevards théâtres chambre spacieuse ibis cœur paris très calme salle bain baignoire trop commode certaines personnes petit déjeuner copieux selon habitudes dibis accueil agréable ascenseur peu juste nombre chambres rapport qualitéprix très raisonnable paris 85 €,0
2206,ibis Paris Grands Boulevards Opera 9eme, hôtel très central très bien situé particulier touriste station métro restaurants proximité personnel professionnel chambre cabinet toilettes récemment refaits bonnes dimensions,0
2207,ibis Paris Grands Boulevards Opera 9eme, beaucoup apprécié cet hôtel très bien placé accueil sympathique chambres très correctes propres très bons petitsdéjeuners dexcellents pancakes madeleines retournerons loccasion dun prochain séjour,0
